,证券代码,证券简称,"任职期限最长的现任基金经理
[名次] 第1名","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第1名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第1名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第2名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第2名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第3名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第3名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第4名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第4名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第5名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第5名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第6名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第6名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第7名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第7名
[单位] %↓","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第8名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第8名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第9名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第9名
[单位] %","重仓股股票Wind代码
[报告期] 去年年报
[名次] 第10名","重仓股市值占股票投资市值比
[报告期] 去年年报
[名次] 第10名
[单位] %"
221,004350.OF,汇丰晋信价值先锋,吴培文,安徽省,3.2943,广东省,3.1794,广东省,3.1195,浙江省,2.9210000000000003,贵州省,2.7369,上海,2.7062,广东省,2.6654,山东省,2.5892,北京,2.5867,内蒙古自治区,2.4574
222,000688.OF,景顺长城研究精选,曾理,广东省,8.2576,广东省,4.9898,贵州省,3.1301,北京,3.1179,北京,3.0174,江苏省,2.8163,四川省,2.6622,广东省,2.5815,福建省,2.5791,辽宁省,2.2431
223,000991.OF,工银瑞信战略转型主题,杜洋,江苏省,10.7289,浙江省,5.5053,山东省,5.1153,新疆维吾尔自治区,3.2923,江苏省,2.8247,重庆,2.7186,浙江省,2.6583,重庆,2.5872,四川省,2.4596,广东省,2.4164
224,006257.OF,信达澳银先进智造,冯明远,广东省,3.9578,江苏省,3.6454,甘肃省,3.2668,浙江省,3.2288,江苏省,3.1288,江苏省,2.8801,四川省,2.6278,上海,2.5787,上海,2.4847,北京,2.4625
225,004716.OF,信诚量化阿尔法,提云涛,广东省,6.7872,贵州省,5.7737,广东省,4.0284,福建省,3.2232,安徽省,3.1487,上海,2.8746,四川省,2.6203,广东省,2.4005,山东省,2.2978,广东省,2.1813
226,007470.OF,博道叁佰智航A,杨梦,广东省,8.4172,贵州省,5.957999999999999,广东省,3.8668,广东省,3.846,广东省,3.1385,广东省,2.9753,江苏省,2.6156,四川省,2.5531,安徽省,2.437,北京,1.9256
227,000411.OF,景顺长城优质成长,徐喻军,广东省,7.6363,广东省,5.3686,北京,3.3386,江苏省,3.1456,贵州省,3.1266,北京,3.1151,江苏省,2.6151,广东省,2.2827,辽宁省,2.2133,北京,2.1955
228,376510.OF,上投摩根大盘蓝筹,朱晓龙,广东省,6.6647,广东省,5.0755,贵州省,4.9162,上海,3.8565,北京,3.342,广东省,2.8599,广东省,2.5654,北京,2.3893,广东省,2.2814,浙江省,2.2467
229,004352.OF,北信瑞丰研究精选,庞琳琳,广东省,6.7324,江西省,4.3512,浙江省,4.1019,广东省,3.3735,广东省,3.3037,北京,3.2799,北京,2.526,广东省,2.2074,广东省,2.2025,广东省,2.1995
230,001605.OF,国富沪港深成长精选,徐成,上海,4.0532,香港特别行政区,3.0792,江苏省,3.0191,天津,2.8426,江苏省,2.5745,山东省,2.5112,陕西省,2.4897,内蒙古自治区,2.489,香港特别行政区,2.3497,广东省,2.2603
231,004606.OF,上投摩根优选多因子,施虓文,北京,3.2310000000000003,安徽省,2.9844,山东省,2.9734,广东省,2.6034,浙江省,2.5481,上海,2.5396,江苏省,2.4678,广东省,2.4675,福建省,2.4412,广东省,2.3824
232,005707.OF,富国港股通量化精选,徐幼华,广东省,9.6496,,8.9835,北京,6.7821,香港特别行政区,5.4758,广东省,3.7492,香港特别行政区,2.9626,北京,2.4677,北京,2.4386,上海,2.0995,北京,1.889
233,005530.OF,汇添富价值多因子量化策略,吴振翔,广东省,7.7774,贵州省,5.0827,广东省,3.1124,江苏省,2.9979,四川省,2.9699,北京,2.9613,广东省,2.4439,北京,1.9613,安徽省,1.8301,广东省,1.7936
234,005502.OF,华泰紫金智能量化,毛甜,广东省,3.5985,北京,3.2587,浙江省,2.9564,江苏省,2.9092,北京,2.7551,上海,2.4593,广东省,2.4141,广东省,2.3109,广东省,2.1225,北京,2.1135
235,000549.OF,华安大国新经济,翁启森,山东省,5.7759,上海,4.3596,浙江省,3.2778,广东省,3.0191,江苏省,2.6558,湖北省,2.3591,广东省,2.344,上海,2.259,浙江省,2.0998,广东省,1.9356
236,002334.OF,汇丰晋信大盘波动精选A,方磊,广东省,2.7066,北京,2.6688,北京,2.3974,福建省,2.3965,上海,2.3045,上海,2.3042,上海,2.2964,福建省,2.289,浙江省,2.2743,北京,2.2599
237,005635.OF,博时量化多策略A,黄瑞庆,广东省,5.1654,北京,3.4712,广东省,3.0343,贵州省,2.7085,上海,2.4233,上海,2.3189,四川省,2.1519999999999997,北京,1.932,广东省,1.8539,广东省,1.8404
238,007133.OF,嘉实长青竞争优势A,龙昌伦,福建省,2.5525,四川省,2.2569999999999997,江苏省,2.242,广东省,2.1897,浙江省,2.1842,北京,2.1341,北京,2.0779,湖北省,2.0649,安徽省,2.0504,河南省,2.0323
239,000082.OF,嘉实研究阿尔法,张露,广东省,5.7105,广东省,4.3099,广东省,3.7796,贵州省,3.5858,广东省,3.2152,北京,2.2063,四川省,2.0278,广东省,1.9652,福建省,1.9404,上海,1.4941
240,004730.OF,建信量化事件驱动,薛玲,贵州省,6.5802,广东省,4.8207,广东省,3.2575,广东省,3.1778,广东省,2.698,江苏省,2.6711,上海,2.0178,吉林省,1.6768,河南省,1.6083,湖南省,1.5169
241,006193.OF,鑫元核心资产A,丁玥,广东省,7.0823,贵州省,4.4378,广东省,3.0064,广东省,2.3915,广东省,2.2665,四川省,2.0655,江苏省,2.0081,北京,1.786,广东省,1.758,上海,1.6781
242,001291.OF,大摩量化多策略,余斌,广东省,6.9335,贵州省,4.0089,广东省,3.3148,福建省,2.5893,广东省,2.5013,广东省,2.2506,广东省,1.9994,四川省,1.9148,江苏省,1.8275,广东省,1.6294
243,005189.OF,海富通量化前锋A,杜晓海,北京,4.4019,山东省,2.2684,浙江省,2.2433,山东省,2.1703,浙江省,2.156,广东省,1.9933,广东省,1.9753,广东省,1.9401,山东省,1.9315,河南省,1.7094
244,000761.OF,国富健康优质生活,王晓宁,广东省,6.4863,广东省,4.2163,贵州省,4.1683,广东省,3.1314,广东省,2.2858,江苏省,2.176,江苏省,1.892,广东省,1.8895,四川省,1.8082,内蒙古自治区,1.7827
245,002871.OF,华夏智胜价值成长A,孙蒙,浙江省,2.1722,四川省,2.0689,江苏省,1.9866,河南省,1.9856,安徽省,1.9825,广东省,1.9728,江苏省,1.8531,浙江省,1.8119,山东省,1.8112,广东省,1.7621
246,002952.OF,建信多因子量化,叶乐天,贵州省,5.5279,广东省,4.2191,四川省,2.8104,北京,2.3102,吉林省,2.1796,内蒙古自治区,1.9266,江苏省,1.8048,上海,1.7365,广东省,1.7042,广东省,1.6869999999999998
247,003416.OF,招商财经大数据策略A,王平,广东省,5.9515,贵州省,4.4937,江苏省,2.8103,福建省,2.4569,广东省,2.2005,广东省,1.9567,广东省,1.7299,四川省,1.4315,广东省,1.3827,上海,1.3783
248,167702.OF,德邦量化优选A,王本昌,广东省,4.6055,河南省,1.8211,北京,1.7885,西藏自治区,1.7819999999999998,北京,1.7171,浙江省,1.6883,贵州省,1.6777,广东省,1.6318,湖北省,1.5319999999999998,山东省,1.5304
249,006911.OF,长江量化匠心甄选A,祗飞跃,浙江省,1.9909999999999999,上海,1.7924,西藏自治区,1.7254,陕西省,1.7158,上海,1.6539,广东省,1.5899,北京,1.5685,甘肃省,1.5655,浙江省,1.5577,江苏省,1.5526
250,001277.OF,博时国企改革主题,林景艺,湖南省,2.3955,湖北省,1.9218,广东省,1.8216,四川省,1.6353,江苏省,1.5944,江苏省,1.5669,广东省,1.5367,山西省,1.4475,辽宁省,1.4285,广东省,1.3501
251,001421.OF,南方量化成长,李佳亮,广东省,2.2007,北京,2.1376,上海,2.0376,江苏省,1.6129,浙江省,1.5285,江苏省,1.5235,北京,1.5098,广东省,1.4805,福建省,1.4739,上海,1.3797
252,001637.OF,嘉实腾讯自选股大数据,刘斌,贵州省,1.7313,吉林省,1.6837,上海,1.4753,辽宁省,1.4443,广东省,1.4439,四川省,1.4178,广东省,1.3869,广东省,1.3551,甘肃省,1.3225,广东省,1.0064
253,003312.OF,大摩睿成中小盘弹性,陈健夫,福建省,1.4178,福建省,1.3838,山东省,1.3549,北京,1.3293,浙江省,1.3078,山东省,1.2798,广东省,1.2684,浙江省,1.2596,北京,1.2531,广东省,1.2399
254,001849.OF,前海开源强势共识100强,谢屹,贵州省,1.6594,广东省,1.5831,四川省,1.3993,浙江省,1.3727,广东省,1.3339,浙江省,1.2836,福建省,1.2404,安徽省,1.2393,广东省,1.1823,上海,1.176
255,006195.OF,国金量化多因子,杨雨龙,北京,11.1023,浙江省,3.9187,重庆,3.2534,江苏省,1.2168,湖南省,1.1531,山东省,1.1346,北京,1.0648,上海,1.035,北京,1.0231,江苏省,1.0209
256,006346.OF,安信量化优选A,施荣盛,浙江省,1.0122,四川省,1.0074,上海,1.0062,广东省,1.0052,北京,1.005,山东省,1.0021,广东省,1.002,湖北省,1.0012,宁夏回族自治区,0.9999,福建省,0.9922
257,163110.OF,申万菱信量化小盘,俞诚,四川省,1.1064,湖北省,1.052,甘肃省,1.0349,广东省,1.0154,广东省,1.0004,浙江省,0.9973,云南省,0.9912,北京,0.9739,广东省,0.9732,广东省,0.9725
258,002210.OF,创金合信量化多因子A,董梁,山东省,0.9536,上海,0.9443,辽宁省,0.9101,浙江省,0.8806,广东省,0.8244,山东省,0.8214,湖南省,0.8191,浙江省,0.7961,陕西省,0.7877,四川省,0.7652
