,coorporation,manager,code1,per1,code2,per2,code3,per3,code4,per4,code5,per5,code6,per6,code7,per7,code8,per8,code9,per9,code10,per10
160,益民基金管理有限公司,赵若琼 ,'600690.XSHG',0.0339,'600104.XSHG',0.0395,'002594.XSHE',0.027000000000000003,'002475.XSHE',0.0334,'002415.XSHE',0.0479,'002230.XSHE',0.029300000000000003,'002024.XSHE',0.0255,'000725.XSHE',0.0518,'000651.XSHE',0.0478,'600690.XSHG',0.047400000000000005
161,景顺长城基金管理有限公司,黎海威 詹成 ,'300567.XSHE',0.0493,'300482.XSHE',0.032400000000000005,'300413.XSHE',0.0313,'300207.XSHE',0.039,'300014.XSHE',0.0409,'002841.XSHE',0.03,'002402.XSHE',0.03,'002384.XSHE',0.044500000000000005,'002382.XSHE',0.0406,'300567.XSHE',0.0334
162,上投摩根基金管理有限公司,黄栋 ,'603338.XSHG',0.0235,'601318.XSHG',0.021,'600585.XSHG',0.0206,'600507.XSHG',0.022099999999999998,'600036.XSHG',0.0206,'300365.XSHE',0.0215,'002557.XSHE',0.0217,'002293.XSHE',0.0227,'002191.XSHE',0.021,'603338.XSHG',0.0241
163,华夏基金管理有限公司,吕佳玮 ,'603659.XSHG',0.0443,'603568.XSHG',0.0673,'601336.XSHG',0.0415,'600681.XSHG',0.0482,'600116.XSHG',0.045,'300446.XSHE',0.0401,'300021.XSHE',0.04190000000000001,'002616.XSHE',0.049,'002384.XSHE',0.0418,'603659.XSHG',0.0487
164,建信基金管理有限责任公司,潘龙玲 ,'603833.XSHG',0.0365,'603127.XSHG',0.037200000000000004,'600352.XSHG',0.0703,'600276.XSHG',0.0862,'600055.XSHG',0.04019999999999999,'300702.XSHE',0.0369,'300347.XSHE',0.061200000000000004,'002821.XSHE',0.039900000000000005,'002773.XSHE',0.042699999999999995,'603833.XSHG',0.06570000000000001
165,华夏基金管理有限公司,林晶 ,'601336.XSHG',0.038900000000000004,'601328.XSHG',0.0304,'601318.XSHG',0.039900000000000005,'601166.XSHG',0.0319,'601009.XSHG',0.0316,'600519.XSHG',0.04,'600048.XSHG',0.0192,'600036.XSHG',0.025,'000333.XSHE',0.0195,'601336.XSHG',0.0347
166,博时基金管理有限公司,兰乔 ,'601989.XSHG',0.0541,'600990.XSHG',0.0574,'600760.XSHG',0.0512,'600562.XSHG',0.0521,'600038.XSHG',0.0823,'600031.XSHG',0.0436,'002025.XSHE',0.0823,'000768.XSHE',0.0484,'000733.XSHE',0.0575,'601989.XSHG',0.0506
167,中信保诚基金管理有限公司,提云涛 杨旭 ,'601688.XSHG',0.0226,'601398.XSHG',0.0167,'601318.XSHG',0.0608,'601288.XSHG',0.0163,'601211.XSHG',0.03,'601166.XSHG',0.022799999999999997,'600519.XSHG',0.04190000000000001,'600036.XSHG',0.0397,'000858.XSHE',0.0194,'601688.XSHG',0.016200000000000003
168,建信基金管理有限责任公司,薛玲 ,'603288.XSHG',0.013500000000000002,'601318.XSHG',0.0391,'601288.XSHG',0.0232,'601211.XSHG',0.0165,'601166.XSHG',0.0215,'600519.XSHG',0.0171,'600036.XSHG',0.022000000000000002,'600016.XSHG',0.016200000000000003,'600000.XSHG',0.021400000000000002,'603288.XSHG',0.018000000000000002
169,招商基金管理有限公司,付斌 ,'603369.XSHG',0.0736,'601012.XSHG',0.0484,'600519.XSHG',0.0276,'600438.XSHG',0.0297,'600030.XSHG',0.0338,'002916.XSHE',0.0304,'002714.XSHE',0.0341,'002475.XSHE',0.0296,'000860.XSHE',0.056600000000000004,'603369.XSHG',0.0285
170,长信基金管理有限责任公司,左金保 ,'601818.XSHG',0.0521,'601601.XSHG',0.052199999999999996,'601288.XSHG',0.049,'600977.XSHG',0.0506,'600600.XSHG',0.054900000000000004,'002304.XSHE',0.0572,'000895.XSHE',0.0487,'000651.XSHE',0.0527,'000568.XSHE',0.0643,'601818.XSHG',0.053399999999999996
171,广发基金管理有限公司,吴兴武 ,'603939.XSHG',0.0291,'603259.XSHG',0.046,'600763.XSHG',0.0676,'600529.XSHG',0.0381,'600276.XSHG',0.0965,'300760.XSHE',0.0555,'300753.XSHE',0.0084,'300357.XSHE',0.0977,'300326.XSHE',0.0275,'603939.XSHG',0.1008
172,长信基金管理有限责任公司,左金保 ,'603218.XSHG',0.0351,'601908.XSHG',0.030699999999999998,'601877.XSHG',0.0361,'600875.XSHG',0.0302,'600388.XSHG',0.031200000000000002,'600236.XSHG',0.0262,'600089.XSHG',0.0348,'300203.XSHE',0.0302,'002449.XSHE',0.0344,'603218.XSHG',0.0241
173,广发基金管理有限公司,孙迪 ,'601933.XSHG',0.0455,'600519.XSHG',0.063,'600438.XSHG',0.0626,'300357.XSHE',0.0452,'002714.XSHE',0.0579,'002624.XSHE',0.0443,'002157.XSHE',0.0536,'000661.XSHE',0.0492,'000651.XSHE',0.056900000000000006,'601933.XSHG',0.049800000000000004
174,广发基金管理有限公司,孙迪 ,'601012.XSHG',0.0425,'600703.XSHG',0.0574,'600031.XSHG',0.086,'300750.XSHE',0.0546,'002595.XSHE',0.0489,'002475.XSHE',0.0473,'002415.XSHE',0.0507,'000951.XSHE',0.0482,'000651.XSHE',0.0739,'601012.XSHG',0.0513
175,申万菱信基金管理有限公司,蒲延杰 ,'601318.XSHG',0.054000000000000006,'600837.XSHG',0.0393,'600570.XSHG',0.039900000000000005,'300579.XSHE',0.045899999999999996,'300498.XSHE',0.0377,'002384.XSHE',0.041100000000000005,'002142.XSHE',0.040999999999999995,'000858.XSHE',0.0527,'000671.XSHE',0.0373,'601318.XSHG',0.052000000000000005
176,银华基金管理股份有限公司,王翔 ,'603517.XSHG',0.0395,'603369.XSHG',0.034,'600559.XSHG',0.0415,'600201.XSHG',0.0401,'300498.XSHE',0.0723,'002714.XSHE',0.0661,'002311.XSHE',0.039900000000000005,'002299.XSHE',0.0489,'002157.XSHE',0.0637,'603517.XSHG',0.0364
177,银华基金管理股份有限公司,秦锋 ,'603229.XSHG',0.0089,'600771.XSHG',0.061399999999999996,'600276.XSHG',0.0799,'600196.XSHG',0.039900000000000005,'600161.XSHG',0.0421,'300630.XSHE',0.0434,'300601.XSHE',0.0603,'300357.XSHE',0.0764,'300146.XSHE',0.0754,'603229.XSHG',0.042300000000000004
178,华商基金管理有限公司,童立 ,'601952.XSHG',0.034,'601877.XSHG',0.039900000000000005,'600352.XSHG',0.0384,'600031.XSHG',0.034300000000000004,'300395.XSHE',0.0358,'300285.XSHE',0.0326,'300034.XSHE',0.04019999999999999,'002851.XSHE',0.04,'000902.XSHE',0.0525,'601952.XSHG',0.0393
179,鹏华基金管理有限公司,陈璇淼 ,'603517.XSHG',0.0401,'603338.XSHG',0.0406,'600566.XSHG',0.045599999999999995,'300498.XSHE',0.049,'002475.XSHE',0.052000000000000005,'002463.XSHE',0.042,'000858.XSHE',0.0403,'000661.XSHE',0.08410000000000001,'000651.XSHE',0.039,'603517.XSHG',0.0519
180,华泰证券(上海)资产管理有限公司,毛甜 熊志勇 ,'601939.XSHG',0.024700000000000003,'601166.XSHG',0.0253,'600383.XSHG',0.0313,'600376.XSHG',0.0294,'600325.XSHG',0.030699999999999998,'600104.XSHG',0.0258,'002191.XSHE',0.0231,'000631.XSHE',0.0252,'000429.XSHE',0.0255,'601939.XSHG',0.0285
181,广发基金管理有限公司,观富钦 ,'600570.XSHG',0.0383,'300271.XSHE',0.04019999999999999,'300253.XSHE',0.051500000000000004,'300207.XSHE',0.0506,'300115.XSHE',0.0383,'300059.XSHE',0.0449,'002916.XSHE',0.037599999999999995,'002475.XSHE',0.0472,'002439.XSHE',0.0336,'600570.XSHG',0.0382
182,前海开源基金管理有限公司,赵雪芹 ,'601966.XSHG',0.0859,'601688.XSHG',0.0737,'601111.XSHG',0.06709999999999999,'600887.XSHG',0.0587,'600340.XSHG',0.06849999999999999,'600271.XSHG',0.0678,'600048.XSHG',0.08039999999999999,'300438.XSHE',0.0755,'002146.XSHE',0.079,'601966.XSHG',0.0739
183,兴业基金管理有限公司,那赛男 吴卫东 ,'603379.XSHG',0.0002,'601668.XSHG',0.0236,'601398.XSHG',0.0231,'601328.XSHG',0.0227,'601288.XSHG',0.023399999999999997,'601211.XSHG',0.0245,'601186.XSHG',0.023700000000000002,'600585.XSHG',0.023,'600048.XSHG',0.0475,'603379.XSHG',0.0246
184,广发基金管理有限公司,孙迪 ,'603737.XSHG',0.0438,'601155.XSHG',0.0536,'601088.XSHG',0.0548,'600547.XSHG',0.046900000000000004,'600529.XSHG',0.0528,'600048.XSHG',0.0484,'300596.XSHE',0.0433,'002643.XSHE',0.051699999999999996,'000902.XSHE',0.0509,'603737.XSHG',0.049699999999999994
185,景顺长城基金管理有限公司,黎海威 ,'603393.XSHG',0.0302,'603108.XSHG',0.0285,'600742.XSHG',0.0294,'600622.XSHG',0.0281,'300130.XSHE',0.025699999999999997,'300034.XSHE',0.0256,'002020.XSHE',0.0265,'000951.XSHE',0.0278,'000789.XSHE',0.0271,'603393.XSHG',0.034
186,华泰证券(上海)资产管理有限公司,毛甜 熊志勇 ,'601601.XSHG',0.0218,'601318.XSHG',0.0287,'601166.XSHG',0.0285,'600837.XSHG',0.0227,'600436.XSHG',0.021,'600050.XSHG',0.0218,'600036.XSHG',0.0298,'000858.XSHE',0.024700000000000003,'000651.XSHE',0.029900000000000003,'601601.XSHG',0.0278
187,汇添富基金管理股份有限公司,吴振翔 许一尊 ,'601899.XSHG',0.016200000000000003,'601328.XSHG',0.0197,'601318.XSHG',0.0699,'600887.XSHG',0.023,'600585.XSHG',0.0189,'600519.XSHG',0.0263,'600036.XSHG',0.028300000000000002,'002415.XSHE',0.019299999999999998,'000858.XSHE',0.022799999999999997,'601899.XSHG',0.0276
188,申万菱信基金管理有限公司,张朋 ,'600690.XSHG',0.0506,'600036.XSHG',0.0504,'300003.XSHE',0.0436,'002475.XSHE',0.0697,'002463.XSHE',0.044500000000000005,'002415.XSHE',0.0667,'002384.XSHE',0.04650000000000001,'002142.XSHE',0.0483,'000651.XSHE',0.0441,'600690.XSHG',0.0536
189,上投摩根基金管理有限公司,李博 ,'601888.XSHG',0.0152,'600519.XSHG',0.0313,'600276.XSHG',0.0311,'600030.XSHG',0.021,'300450.XSHE',0.015,'002798.XSHE',0.0281,'002594.XSHE',0.020099999999999996,'002475.XSHE',0.032400000000000005,'000858.XSHE',0.0315,'601888.XSHG',0.0301
190,国联安基金管理有限公司,邹新进 ,'601688.XSHG',0.0506,'600997.XSHG',0.047599999999999996,'600511.XSHG',0.0697,'600486.XSHG',0.067,'600048.XSHG',0.051699999999999996,'600031.XSHG',0.0392,'600030.XSHG',0.048,'000902.XSHE',0.0447,'000671.XSHE',0.0758,'601688.XSHG',0.0706
191,国金基金管理有限公司,杨雨龙 ,'601369.XSHG',0.0115,'600718.XSHG',0.011399999999999999,'600612.XSHG',0.0147,'600499.XSHG',0.0113,'300433.XSHE',0.0115,'300145.XSHE',0.012,'002301.XSHE',0.0134,'002273.XSHE',0.0113,'002056.XSHE',0.0141,'601369.XSHG',0.0146
192,红土创新基金管理有限公司,朱然 ,'603660.XSHG',0.0387,'603118.XSHG',0.045,'300601.XSHE',0.037200000000000004,'300568.XSHE',0.0684,'300383.XSHE',0.0692,'300232.XSHE',0.041100000000000005,'300207.XSHE',0.04019999999999999,'002624.XSHE',0.0377,'002449.XSHE',0.08039999999999999,'603660.XSHG',0.0387
193,长盛基金管理有限公司,冯雨生 王超 ,'601318.XSHG',0.060700000000000004,'600346.XSHG',0.0437,'600036.XSHG',0.053399999999999996,'300690.XSHE',0.0659,'300393.XSHE',0.0493,'300261.XSHE',0.0572,'300144.XSHE',0.0574,'002648.XSHE',0.058600000000000006,'002174.XSHE',0.0626,'601318.XSHG',0.0475
194,大成基金管理有限公司,夏高 ,'603681.XSHG',0.0001,'603379.XSHG',0.0001,'603328.XSHG',0.0139,'601088.XSHG',0.0195,'600664.XSHG',0.0298,'600507.XSHG',0.0187,'600383.XSHG',0.0143,'600325.XSHG',0.013999999999999999,'300766.XSHE',0.0001,'603681.XSHG',0.0001
195,富国基金管理有限公司,方_ 徐幼华 ,'601939.XSHG',0.021,'000001.XSHE',0.0054,'000036.XSHE',0.0127,'000338.XSHE',0.0163,'000550.XSHE',0.0225,'000631.XSHE',0.0067,'000651.XSHE',0.0034999999999999996,'002016.XSHE',0.0070999999999999995,'002367.XSHE',0.0104,'601939.XSHG',0.0088
196,易方达基金管理有限公司,萧楠 ,'600887.XSHG',0.0379,'600809.XSHG',0.036699999999999997,'600519.XSHG',0.10460000000000001,'002032.XSHE',0.021099999999999997,'000860.XSHE',0.08810000000000001,'000858.XSHE',0.1013,'000651.XSHE',0.0876,'000596.XSHE',0.045899999999999996,'000568.XSHE',0.09369999999999999,'600887.XSHG',0.0353
197,易方达基金管理有限公司,官泽帆 ,'603338.XSHG',0.005600000000000001,'601928.XSHG',0.0125,'601818.XSHG',0.0203,'601398.XSHG',0.0192,'601328.XSHG',0.0269,'601318.XSHG',0.054400000000000004,'600985.XSHG',0.0079,'600886.XSHG',0.0178,'600702.XSHG',0.0053,'603338.XSHG',0.0206
198,南方基金管理股份有限公司,肖勇 ,'603369.XSHG',0.0235,'603027.XSHG',0.0204,'600519.XSHG',0.07400000000000001,'600305.XSHG',0.0242,'002304.XSHE',0.0274,'000858.XSHE',0.09789999999999999,'000651.XSHE',0.0762,'000596.XSHE',0.0371,'000568.XSHE',0.0524,'603369.XSHG',0.0766
199,南方基金管理股份有限公司,蒋秋洁 ,'601888.XSHG',0.0637,'601766.XSHG',0.0342,'601318.XSHG',0.0437,'600872.XSHG',0.0409,'600745.XSHG',0.0287,'600519.XSHG',0.0355,'300413.XSHE',0.0323,'002463.XSHE',0.0361,'002410.XSHE',0.0323,'601888.XSHG',0.0437
200,南方基金管理股份有限公司,孙伟 ,'603681.XSHG',0.0002,'603379.XSHG',0.0003,'601766.XSHG',0.12390000000000001,'601390.XSHG',0.1266,'601186.XSHG',0.127,'600967.XSHG',0.052199999999999996,'600820.XSHG',0.0709,'600580.XSHG',0.0318,'600562.XSHG',0.0349,'603681.XSHG',0.0277
201,南方基金管理股份有限公司,孙伟 ,'603681.XSHG',0.0002,'000002.XSHE',0.0285,'002958.XSHE',0.0008,'300762.XSHE',0.0005,'300766.XSHE',0.0002,'600030.XSHG',0.0279,'600048.XSHG',0.028300000000000002,'600104.XSHG',0.0252,'600585.XSHG',0.026099999999999998,'603681.XSHG',0.0278
202,南方基金管理股份有限公司,周豪 ,'603379.XSHG',0.0003,'000063.XSHE',0.0275,'000725.XSHE',0.0366,'002024.XSHE',0.018500000000000003,'002027.XSHE',0.0182,'002230.XSHE',0.021099999999999997,'002415.XSHE',0.0464,'002475.XSHE',0.024300000000000002,'002952.XSHE',0.0001,'603379.XSHG',0.0007000000000000001
203,国泰基金管理有限公司,徐成城 ,'603681.XSHG',0.0,'000002.XSHE',0.1365,'000656.XSHE',0.0215,'001979.XSHE',0.052300000000000006,'002146.XSHE',0.0236,'002958.XSHE',0.0002,'300762.XSHE',0.0001,'300766.XSHE',0.0,'600048.XSHG',0.1207,'603681.XSHG',0.044800000000000006
204,国泰基金管理有限公司,梁杏 徐成城 ,'603681.XSHG',0.0,'000661.XSHE',0.0334,'002007.XSHE',0.021400000000000002,'002044.XSHE',0.0285,'002422.XSHE',0.0231,'002958.XSHE',0.0001,'300003.XSHE',0.023399999999999997,'300015.XSHE',0.024399999999999998,'300122.XSHE',0.02,'603681.XSHG',0.025699999999999997
205,国泰基金管理有限公司,徐成城 ,'603993.XSHG',0.0625,'000630.XSHE',0.028300000000000002,'002340.XSHE',0.0316,'002460.XSHE',0.0379,'002466.XSHE',0.0463,'002958.XSHE',0.0001,'300762.XSHE',0.0001,'300766.XSHE',0.0,'600111.XSHG',0.0394,'603993.XSHG',0.0321
206,国泰基金管理有限公司,梁杏 徐成城 ,'603681.XSHG',0.0,'000568.XSHE',0.04769999999999999,'000858.XSHE',0.1606,'000860.XSHE',0.0175,'000895.XSHE',0.0197,'002304.XSHE',0.0758,'002958.XSHE',0.0001,'300762.XSHE',0.0,'300766.XSHE',0.0,'603681.XSHG',0.1707
207,国泰基金管理有限公司,徐成城 ,'300766.XSHE',0.0002,'300762.XSHE',0.0005,'300498.XSHE',0.1164,'300408.XSHE',0.0173,'300142.XSHE',0.0233,'300136.XSHE',0.018799999999999997,'300124.XSHE',0.023,'300122.XSHE',0.018500000000000003,'300059.XSHE',0.057999999999999996,'300766.XSHE',0.018000000000000002
208,国泰基金管理有限公司,艾小军 ,'300766.XSHE',0.0001,'300762.XSHE',0.0003,'300059.XSHE',0.0594,'002958.XSHE',0.0005,'002475.XSHE',0.0475,'002456.XSHE',0.023,'002415.XSHE',0.054299999999999994,'002230.XSHE',0.0458,'002027.XSHE',0.038599999999999995,'300766.XSHE',0.03
209,国泰基金管理有限公司,徐成城 ,'603799.XSHG',0.032799999999999996,'002340.XSHE',0.031,'002460.XSHE',0.036699999999999997,'002466.XSHE',0.0441,'002594.XSHE',0.0382,'002958.XSHE',0.0003,'300124.XSHE',0.0466,'300750.XSHE',0.0342,'300766.XSHE',0.0001,'603799.XSHG',0.033
210,华安基金管理有限公司,许之彦 ,'601988.XSHG',0.0365,'601865.XSHG',0.0001,'601398.XSHG',0.0552,'601328.XSHG',0.0788,'601288.XSHG',0.06570000000000001,'601169.XSHG',0.042199999999999994,'601166.XSHG',0.1042,'600928.XSHG',0.0002,'600036.XSHG',0.1512,'601988.XSHG',0.0724
211,华安基金管理有限公司,许之彦 ,'601688.XSHG',0.0611,'601377.XSHG',0.028300000000000002,'601211.XSHG',0.0759,'600999.XSHG',0.0418,'600958.XSHG',0.035699999999999996,'600837.XSHG',0.0943,'600030.XSHG',0.1493,'002736.XSHE',0.0278,'000776.XSHE',0.039900000000000005,'601688.XSHG',0.031200000000000002
212,华安基金管理有限公司,许之彦 ,'300750.XSHE',0.027200000000000002,'300408.XSHE',0.0301,'300347.XSHE',0.028999999999999998,'300136.XSHE',0.0322,'300124.XSHE',0.0382,'300122.XSHE',0.031200000000000002,'300059.XSHE',0.0989,'300024.XSHE',0.031400000000000004,'300015.XSHE',0.0388,'300750.XSHE',0.0359
213,博时基金管理有限公司,赵云阳 ,'601688.XSHG',0.0429,'601628.XSHG',0.0277,'601601.XSHG',0.06269999999999999,'601336.XSHG',0.0263,'601318.XSHG',0.131,'601211.XSHG',0.0533,'600999.XSHG',0.0294,'600837.XSHG',0.0666,'600030.XSHG',0.1127,'601688.XSHG',0.0281
214,博时基金管理有限公司,赵云阳 ,'601988.XSHG',0.0369,'601398.XSHG',0.0558,'601328.XSHG',0.08,'601288.XSHG',0.0664,'601169.XSHG',0.0426,'601166.XSHG',0.1057,'600036.XSHG',0.1534,'600016.XSHG',0.0731,'600000.XSHG',0.061500000000000006,'601988.XSHG',0.051100000000000007
215,鹏华基金管理有限公司,崔俊杰 ,'603379.XSHG',0.0003,'601225.XSHG',0.02,'601212.XSHG',0.0209,'600583.XSHG',0.0208,'600339.XSHG',0.0199,'600157.XSHG',0.025699999999999997,'300765.XSHE',0.0004,'300762.XSHE',0.0005,'002958.XSHE',0.0008,'603379.XSHG',0.0003
216,鹏华基金管理有限公司,陈龙 ,'603379.XSHG',0.0001,'601688.XSHG',0.042800000000000005,'601628.XSHG',0.0276,'601601.XSHG',0.0626,'601336.XSHG',0.0262,'601318.XSHG',0.1308,'601211.XSHG',0.053200000000000004,'600999.XSHG',0.029300000000000003,'600837.XSHG',0.0665,'603379.XSHG',0.1142
217,鹏华基金管理有限公司,闫冬 ,'603379.XSHG',0.0002,'600703.XSHG',0.0216,'600588.XSHG',0.0195,'600570.XSHG',0.026000000000000002,'600271.XSHG',0.018799999999999997,'300765.XSHE',0.0002,'300762.XSHE',0.0002,'300059.XSHE',0.0421,'002958.XSHE',0.0004,'603379.XSHG',0.0002
218,鹏华基金管理有限公司,闫冬 ,'603379.XSHG',0.0002,'601155.XSHG',0.049800000000000004,'600606.XSHG',0.0337,'600383.XSHG',0.038,'600340.XSHG',0.0684,'600048.XSHG',0.1242,'300765.XSHE',0.0002,'300762.XSHE',0.0002,'002958.XSHE',0.0003,'603379.XSHG',0.0001
219,鹏华基金管理有限公司,崔俊杰 ,'603379.XSHG',0.0002,'603000.XSHG',0.023700000000000002,'600637.XSHG',0.0432,'300765.XSHE',0.0002,'300762.XSHE',0.0003,'300383.XSHE',0.0294,'300059.XSHE',0.111,'300017.XSHE',0.0315,'002958.XSHE',0.0004,'603379.XSHG',0.0002
220,鹏华基金管理有限公司,陈龙 ,'603678.XSHG',0.022400000000000003,'000768.XSHE',0.0925,'002013.XSHE',0.0467,'002023.XSHE',0.031400000000000004,'002025.XSHE',0.0288,'002151.XSHE',0.0268,'002179.XSHE',0.06480000000000001,'002414.XSHE',0.027200000000000002,'002951.XSHE',0.0,'603678.XSHG',0.0
221,鹏华基金管理有限公司,崔俊杰 ,'603379.XSHG',0.0,'601988.XSHG',0.0378,'601398.XSHG',0.056100000000000004,'601328.XSHG',0.0801,'601288.XSHG',0.0668,'601169.XSHG',0.0436,'601166.XSHG',0.1058,'600036.XSHG',0.1536,'600016.XSHG',0.0706,'603379.XSHG',0.063
222,鹏华基金管理有限公司,闫冬 ,'603589.XSHG',0.0571,'603379.XSHG',0.0001,'603369.XSHG',0.042,'600809.XSHG',0.0458,'600779.XSHG',0.044800000000000006,'600600.XSHG',0.0438,'600519.XSHG',0.09390000000000001,'300765.XSHE',0.0002,'300762.XSHE',0.0002,'603589.XSHG',0.0003
223,鹏华基金管理有限公司,陈龙 ,'603379.XSHG',0.0001,'601688.XSHG',0.0613,'601377.XSHG',0.0285,'601211.XSHG',0.0761,'600999.XSHG',0.042,'600958.XSHG',0.035699999999999996,'600837.XSHG',0.0951,'600030.XSHG',0.1497,'300765.XSHE',0.0001,'603379.XSHG',0.0001
224,鹏华基金管理有限公司,闫冬 ,'603218.XSHG',0.0118,'600151.XSHG',0.012,'300766.XSHE',0.0003,'300765.XSHE',0.0007000000000000001,'300762.XSHE',0.0008,'300232.XSHE',0.0124,'300118.XSHE',0.0138,'002958.XSHE',0.0013,'002951.XSHE',0.0006,'603218.XSHG',0.011699999999999999
225,鹏华基金管理有限公司,崔俊杰 罗捷 ,'600518.XSHG',0.0254,'600436.XSHG',0.028300000000000002,'600276.XSHG',0.1059,'600196.XSHG',0.0245,'300142.XSHE',0.0256,'300015.XSHE',0.0264,'300003.XSHE',0.0231,'002044.XSHE',0.028399999999999998,'000661.XSHE',0.0354,'600518.XSHG',0.0364
226,鹏华基金管理有限公司,张羽翔 ,'601933.XSHG',0.021,'601888.XSHG',0.0296,'600588.XSHG',0.0206,'600570.XSHG',0.027000000000000003,'300766.XSHE',0.0003,'300765.XSHE',0.0006,'300762.XSHE',0.0006,'300059.XSHE',0.0252,'300015.XSHE',0.0206,'601933.XSHG',0.0011
227,鹏华基金管理有限公司,张羽翔 ,'300766.XSHE',0.0001,'300765.XSHE',0.0002,'300762.XSHE',0.0002,'300498.XSHE',0.1167,'300408.XSHE',0.0172,'300142.XSHE',0.0231,'300136.XSHE',0.0184,'300124.XSHE',0.0225,'300122.XSHE',0.0179,'300766.XSHE',0.057699999999999994
228,鹏华基金管理有限公司,张羽翔 ,'603379.XSHG',0.0001,'601989.XSHG',0.028999999999999998,'601888.XSHG',0.030299999999999997,'601668.XSHG',0.026699999999999998,'601390.XSHG',0.026699999999999998,'601186.XSHG',0.027200000000000002,'600585.XSHG',0.028300000000000002,'600406.XSHG',0.0282,'600031.XSHG',0.032799999999999996,'603379.XSHG',0.0002
229,鹏华基金管理有限公司,张羽翔 ,'603681.XSHG',0.0003,'601766.XSHG',0.1449,'601390.XSHG',0.1351,'601186.XSHG',0.1844,'600967.XSHG',0.0443,'600820.XSHG',0.0602,'600580.XSHG',0.027000000000000003,'600562.XSHG',0.0292,'600169.XSHG',0.0235,'603681.XSHG',0.0007000000000000001
230,鹏华基金管理有限公司,张羽翔 ,'601985.XSHG',0.0298,'601012.XSHG',0.0527,'600438.XSHG',0.022099999999999998,'600406.XSHG',0.0358,'600089.XSHG',0.0325,'300766.XSHE',0.0004,'300765.XSHE',0.0006,'300124.XSHE',0.0286,'002958.XSHE',0.0017000000000000001,'601985.XSHG',0.0003
231,鹏华基金管理有限公司,陈龙 ,'600893.XSHG',0.0916,'600879.XSHG',0.0603,'600760.XSHG',0.053,'600118.XSHG',0.0574,'600038.XSHG',0.053099999999999994,'300766.XSHE',0.0003,'300765.XSHE',0.0007000000000000001,'300762.XSHE',0.0008,'002958.XSHE',0.0013,'600893.XSHG',0.0005
232,长盛基金管理有限公司,王超 ,'601939.XSHG',0.0155,'601012.XSHG',0.013300000000000001,'600570.XSHG',0.0143,'600406.XSHG',0.016200000000000003,'600332.XSHG',0.0172,'600031.XSHG',0.016200000000000003,'002714.XSHE',0.0144,'002475.XSHE',0.013600000000000001,'002230.XSHE',0.015300000000000001,'601939.XSHG',0.0005
233,长盛基金管理有限公司,王超 ,'601865.XSHG',0.0005,'601860.XSHG',0.0007000000000000001,'601615.XSHG',0.0007000000000000001,'601398.XSHG',0.024700000000000003,'601328.XSHG',0.0353,'601318.XSHG',0.1625,'601288.XSHG',0.030899999999999997,'601166.XSHG',0.042699999999999995,'600928.XSHG',0.0011,'601865.XSHG',0.0716
234,大成基金管理有限公司,李林益 ,'603517.XSHG',0.08439999999999999,'603486.XSHG',0.04019999999999999,'601888.XSHG',0.0467,'600548.XSHG',0.0435,'600197.XSHG',0.0455,'300699.XSHE',0.046900000000000004,'002916.XSHE',0.041100000000000005,'002714.XSHE',0.0666,'002414.XSHE',0.042300000000000004,'603517.XSHG',0.0809
235,富国基金管理有限公司,方_ 王保合 ,'300766.XSHE',0.0,'002951.XSHE',0.0,'002958.XSHE',0.0,'300003.XSHE',0.0213,'300015.XSHE',0.023,'300024.XSHE',0.0187,'300059.XSHE',0.06,'300124.XSHE',0.025099999999999997,'300136.XSHE',0.0191,'300766.XSHE',0.024
236,富国基金管理有限公司,王保合 张圣贤 ,'603681.XSHG',0.0,'000738.XSHE',0.024900000000000002,'000768.XSHE',0.0659,'002023.XSHE',0.0217,'002025.XSHE',0.0199,'002179.XSHE',0.044800000000000006,'002268.XSHE',0.049,'002368.XSHE',0.026000000000000002,'002465.XSHE',0.0441,'603681.XSHG',0.0148
237,富国基金管理有限公司,牛志冬 王保合 ,'603681.XSHG',0.0,'603379.XSHG',0.0001,'601933.XSHG',0.021,'601888.XSHG',0.03,'600588.XSHG',0.0207,'600570.XSHG',0.0271,'300766.XSHE',0.0,'300762.XSHE',0.0001,'300059.XSHE',0.0253,'603681.XSHG',0.0206
238,富国基金管理有限公司,王保合 张圣贤 ,'603379.XSHG',0.0,'000002.XSHE',0.0297,'002950.XSHE',0.0,'002958.XSHE',0.0,'300762.XSHE',0.0,'300765.XSHE',0.0,'600030.XSHG',0.028999999999999998,'600104.XSHG',0.0263,'600585.XSHG',0.027200000000000002,'603379.XSHG',0.028900000000000002
239,富国基金管理有限公司,方_ 王保合 ,'603379.XSHG',0.0,'000166.XSHE',0.0315,'000776.XSHE',0.0404,'002736.XSHE',0.0282,'002950.XSHE',0.0,'002958.XSHE',0.0001,'300762.XSHE',0.0,'300765.XSHE',0.0,'600030.XSHG',0.15109999999999998,'603379.XSHG',0.096
240,富国基金管理有限公司,牛志冬 张圣贤 ,'603799.XSHG',0.046900000000000004,'002340.XSHE',0.0521,'002341.XSHE',0.032400000000000005,'002958.XSHE',0.0001,'300014.XSHE',0.0537,'300124.XSHE',0.0529,'300450.XSHE',0.0542,'300750.XSHE',0.046,'300762.XSHE',0.0,'603799.XSHG',0.0
